"elmis_title","amharic","sector","sub_sector","professional_formal","subsector_isco4","candidate_pool_size","n_from_nel","n_from_isco_group","stage1_best_score","original_decision","retry_decision","retry_selected_index","retry_selected_label","retry_selected_uri","retry_selected_isco4","retry_pick_source","retry_confidence","retry_rationale","llm_provider","llm_model","raw_response"
"Talent Acquisition Partner","ተሰጥኦ ማግኛ አጋር","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.8392","no_match","match","6","employment agent","http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea","3333","isco_group","high","Candidate 6 directly aligns with the recruitment and employment agency sub-sector specified for this talent acquisition role.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""Candidate 6 directly aligns with the recruitment and employment agency sub-sector specified for this talent acquisition role.""}"
"Talent Haunter specialist","ተሰጥኦ ሃውንተር ስፔሻሊስት","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.8182","no_match","match","6","employment agent","http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea","3333","isco_group","high","The term 'Talent Haunter' is a misspelling of 'Talent Hunter' (recruiter), which directly corresponds to the duties of an employment agent within the specified sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""The term 'Talent Haunter' is a misspelling of 'Talent Hunter' (recruiter), which directly corresponds to the duties of an employment agent within the specified sub-sector.""}"
"Talent Management Coordinator-Rolling base","የተሰጥኦ አስተዳደር አስተባባሪ-ሮሊንግ መሠረት","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.7872","no_match","match","6","employment agent","http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea","3333","isco_group","medium","The sub-sector (Employment agencies and recruitment agencies) and the recruitment-specific context ('rolling base') strongly align with the role of an employment agent who matches job seekers with vacancies.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""The sub-sector (Employment agencies and recruitment agencies) and the recruitment-specific context ('rolling base') strongly align with the role of an employment agent who matches job seekers with vacancies.""}"
"Tapestry Worker","ቴፕስተር ሰራተኛ","Manufacturing","different textile materials made (excluding clothing) Manufacturing","P","8152","13","5","8","0.8228","no_match","match","10","weaving machine operator","http://data.europa.eu/esco/occupation/939e05ea-2589-4e3c-a501-eea2bdd6864a","8152","isco_group","medium","Tapestry is a form of weaving, and in a manufacturing context, a Tapestry Worker operates weaving machines to produce textiles for non-clothing uses like wall hangings or upholstery.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 10, ""confidence"": ""medium"", ""rationale"": ""Tapestry is a form of weaving, and in a manufacturing context, a Tapestry Worker operates weaving machines to produce textiles for non-clothing uses like wall hangings or upholstery.""}"
"Taxi booking App developer","የታክሲ ቦታ ማስያዝ መተግበሪያ ገንቢ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8293","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The ELMIS title describes a specific application of software development, which is perfectly captured by the ESCO occupation 'software developer' within the same ISCO unit group.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a specific application of software development, which is perfectly captured by the ESCO occupation 'software developer' within the same ISCO unit group.""}"
"Tea and coffee facilitator","ሻይ እና ቡና አመቻች","agriculture","Coffee cultivation","U","6112","12","5","7","0.7728","no_match","match","1","coffee, tea, cocoa and spices distribution manager","http://data.europa.eu/esco/occupation/f8d7d59d-242d-4903-9e0d-d2d23a0ef4c3","1324","nel","medium","Candidate 1 is the only match that includes both tea and coffee as specified in the ELMIS title and represents a similar coordination or management role in the supply chain.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""medium"", ""rationale"": ""Candidate 1 is the only match that includes both tea and coffee as specified in the ELMIS title and represents a similar coordination or management role in the supply chain.""}"
"TEAM LEAD: Livestock Production and Marketing","የቡድን መሪ፡ የእንስሳት እርባታ እና ግብይት","agriculture","Livestock development","P","6121","10","5","5","0.7703","no_match","match","3","livestock advisor","http://data.europa.eu/esco/occupation/e1fdca51-a0e1-4bea-822f-82a090ece780","2132","nel","medium","The livestock advisor role aligns with the professional class (P) and encompasses both production optimization and business/marketing guidance as specified in the title.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 3, ""confidence"": ""medium"", ""rationale"": ""The livestock advisor role aligns with the professional class (P) and encompasses both production optimization and business/marketing guidance as specified in the title.""}"
"Team Leader – Digital Banking","የቡድን መሪ - ዲጂታል ባንኪንግ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7912","no_match","no_match","","","","","","high","The ELMIS title describes a leadership role (Team Leader) in a technical software development context for digital banking, but the provided candidates are either traditional banking operations/marketing managers or individual contributor ICT roles (developers/analysts) without the required seniority or domain-specific technical leadership.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a leadership role (Team Leader) in a technical software development context for digital banking, but the provided candidates are either traditional banking operations/marketing managers or individual contributor ICT roles (developers/analysts) without the required seniority or domain-specific technical leadership.""}"
"Team Leader, Mechanical Workshop","የቡድን መሪ, ሜካኒካል አውደ ጥናት","Service","Motor vehicle repair work","P","7231","15","5","10","0.8069","no_match","match","15","vehicle maintenance supervisor","http://data.europa.eu/esco/occupation/264b00c9-84d0-4dc9-b590-aed2cea2b904","7231","isco_group","high","Candidate 15 matches both the supervisory seniority level of 'Team Leader' and the specific motor vehicle repair domain of the 'Mechanical Workshop'.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 15, ""confidence"": ""high"", ""rationale"": ""Candidate 15 matches both the supervisory seniority level of 'Team Leader' and the specific motor vehicle repair domain of the 'Mechanical Workshop'.""}"
"Technical Advisor II - Seed Systems Specialist","የቴክኒክ አማካሪ II - የዘር ስርዓቶች ስፔሻሊስት","agriculture","Vegetable, Fruit Production, Seedling and Plant Seeds","P","6113","11","5","6","0.7518","no_match","no_match","","","","","","high","None of the candidates capture the professional advisory or specialist scientific nature of a 'Seed Systems Specialist', as they are focused on operational management, logistics, or landscaping.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates capture the professional advisory or specialist scientific nature of a 'Seed Systems Specialist', as they are focused on operational management, logistics, or landscaping.""}"
"Technical Content Writer For software Development","ለሶፍትዌር ልማት ቴክኒካዊ ይዘት ጸሐፊ","ICT and digital work","Software Design Development and Implementation Works","P","2512","9","5","4","0.7654","no_match","no_match","","","","","","high","None of the candidates describe the specific occupation of a technical writer; the list contains developers, engineers, and analysts, while the ELMIS title specifically targets content creation and documentation.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe the specific occupation of a technical writer; the list contains developers, engineers, and analysts, while the ELMIS title specifically targets content creation and documentation.""}"
