elmis_title,amharic,sector,sub_sector,professional_formal,stage1_best_score,stage1_best_label,stage1_best_uri,stage2_decision,stage2_selected_index,stage2_selected_label,stage2_selected_uri,stage2_selected_isco4,stage2_confidence,stage2_rationale,llm_provider,llm_model,raw_response
National Project Officer -WASH,ብሄራዊ የፕሮጀክት ኦፊሰር - የውሃ ማጠቢያ,Economic Infrastructure,Water construction,P,0.817,project support officer,http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115,match,4.0,environmental programme coordinator,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b,2133,medium,"WASH (Water, Sanitation, and Hygiene) is a professional field within environmental health and infrastructure; candidate 4 matches the professional class and program coordination duties better than the administrative or literal laundry-related options.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 4, ""confidence"": ""medium"", ""rationale"": ""WASH (Water, Sanitation, and Hygiene) is a professional field within environmental health and infrastructure; candidate 4 matches the professional class and program coordination duties better than the administrative or literal laundry-related options.""}"
National Project Support Officer - CVAC,ብሔራዊ የፕሮጀክት ድጋፍ ኦፊሰር,Service,Special event coordination,P,0.8375,project support officer,http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115,match,1.0,project support officer,http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115,3343,high,The ELMIS title and the ESCO occupation title are nearly identical and both describe administrative and organizational support for project execution.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The ELMIS title and the ESCO occupation title are nearly identical and both describe administrative and organizational support for project execution.""}"
National Rice Flagship Program Coordinator,የብሔራዊ የሩዝ ባንዲራ ፕሮግራም አስተባባሪ,agriculture,Agriculture,P,0.7756,agricultural policy officer,http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044,match,1.0,agricultural policy officer,http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044,2422,high,"The role of a National Flagship Program Coordinator involves strategic planning and policy implementation within agriculture, which aligns closely with the responsibilities of an agricultural policy officer.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The role of a National Flagship Program Coordinator involves strategic planning and policy implementation within agriculture, which aligns closely with the responsibilities of an agricultural policy officer.""}"
National Senior Expert SME Coaching,ብሔራዊ ሲኒየር ኤክስፐርት SME ማሰልጠን,Service,Business Promotion Service,P,0.7865,business coach,http://data.europa.eu/esco/occupation/d9612966-e295-4d81-ba2b-9f36bad0b392,match,1.0,business coach,http://data.europa.eu/esco/occupation/d9612966-e295-4d81-ba2b-9f36bad0b392,2424,high,"The ELMIS title explicitly mentions SME coaching in a business promotion context, which directly aligns with the business coach occupation.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The ELMIS title explicitly mentions SME coaching in a business promotion context, which directly aligns with the business coach occupation.""}"
National Senior Finance Expert,ብሔራዊ ከፍተኛ የፋይናንስ ባለሙያ,Service,Finance and Administration Services,P,0.8179,financial analyst,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c,match,1.0,financial analyst,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c,2413,high,"The ELMIS profession class 'P' (Professional) matches ISCO 2413, and the duties of a financial analyst align closely with the role of a senior finance expert.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The ELMIS profession class 'P' (Professional) matches ISCO 2413, and the duties of a financial analyst align closely with the role of a senior finance expert.""}"
National Technical Lead-CoE,ብሔራዊ የቴክኒክ አመራር,ICT and digital work,Software Design Development and Implementation Works,P,0.7514,technical director,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,match,4.0,chief technology officer,http://data.europa.eu/esco/occupation/7b1b5da8-573a-49bb-a38e-68725a949f4f,1330,high,"The role involves high-level technical leadership within the ICT sector, which aligns closely with the responsibilities and strategic focus of a Chief Technology Officer.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 4, ""confidence"": ""high"", ""rationale"": ""The role involves high-level technical leadership within the ICT sector, which aligns closely with the responsibilities and strategic focus of a Chief Technology Officer.""}"
National Volunteer: Agroforestry Content Creator and Storytelling Associate,ብሄራዊ በጎ ፈቃደኞች፡ አግሮ ደን የይዘት ፈጣሪ እና ተረት ተረት ተባባ,agriculture,Forest development and related services,P,0.7479,volunteer manager,http://data.europa.eu/esco/occupation/3d999108-f37a-4087-a936-b2911240b8c2,no_match,,,,,high,"None of the candidates address the core function of content creation or storytelling, focusing instead on volunteer management or technical consulting.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates address the core function of content creation or storytelling, focusing instead on volunteer management or technical consulting.""}"
Native Anuak speaker,ቤተኛ የአኝዋክ ተናጋሪ,Service,Other services,P,0.7028,linguist,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,match,1.0,linguist,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,2643,medium,"The ELMIS title identifies a professional language-based role, which is most broadly and accurately covered by the 'linguist' category (ISCO 2643), encompassing translation and interpretation.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title identifies a professional language-based role, which is most broadly and accurately covered by the 'linguist' category (ISCO 2643), encompassing translation and interpretation.""}"
Native Arabic Teacher,የአረብኛ ተወላጅ መምህር,Service,Short-term language training and education,P,0.8195,language school teacher,http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e,match,1.0,language school teacher,http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e,2353,high,The sub-sector 'Short-term language training' and the title 'Native Arabic Teacher' align perfectly with the definition of a language school teacher who operates outside of standard primary or secondary school systems.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The sub-sector 'Short-term language training' and the title 'Native Arabic Teacher' align perfectly with the definition of a language school teacher who operates outside of standard primary or secondary school systems.""}"
Native Portuguese Teacher,ቤተኛ ፖርቹጋልኛ መምህር,Service,Short-term language training and education,P,0.835,language school teacher,http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e,match,1.0,language school teacher,http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e,2353,high,The sub-sector 'Short-term language training and education' perfectly matches the 'language school teacher' description of teaching in specialized schools not bound by a specific education level.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The sub-sector 'Short-term language training and education' perfectly matches the 'language school teacher' description of teaching in specialized schools not bound by a specific education level.""}"
Native Tigrinya speakers,ቤተኛ ትግርኛ ተናጋሪዎች,Service,Other services,P,0.6933,linguist,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,no_match,,,,,high,The title describes a language proficiency requirement rather than a specific professional occupation or set of duties.,gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The title describes a language proficiency requirement rather than a specific professional occupation or set of duties.""}"
Natural Resource Management (NRM) Specialist,ተፈጥሮ ሀብት አስተዳደር (NRM) ስፔሻሊስት,agriculture,Forest development and related services,P,0.8451,natural resources consultant,http://data.europa.eu/esco/occupation/fab474ea-a4a9-4c11-9548-1d50ad594a34,match,1.0,natural resources consultant,http://data.europa.eu/esco/occupation/fab474ea-a4a9-4c11-9548-1d50ad594a34,2133,high,Candidate 1 directly matches the professional scope and domain of natural resource management as defined in the ELMIS title and sub-sector.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""Candidate 1 directly matches the professional scope and domain of natural resource management as defined in the ELMIS title and sub-sector.""}"
Navis work expert,የናቪስ ሥራ ባለሙያ,"Logistics, transportation and communication",Other supportive transportation services,P,0.7273,trade development officer,http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e,match,3.0,ICT consultant,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,2511,medium,Navis is a specialized Terminal Operating System (TOS) used in logistics; an ICT consultant provides the necessary expertise to optimize and manage such software systems.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 3, ""confidence"": ""medium"", ""rationale"": ""Navis is a specialized Terminal Operating System (TOS) used in logistics; an ICT consultant provides the necessary expertise to optimize and manage such software systems.""}"
Negotiator and Contract Writer (Drafter),ተደራዳሪ እና ውል ጸሐፊ,Service,Other services,P,0.8056,drafter,http://data.europa.eu/esco/occupation/a4869ae9-2dfe-48cc-bd97-f803880f3407,match,3.0,contract manager,http://data.europa.eu/esco/occupation/2c9939ef-ebab-4111-8f27-605ae8782791,2619,medium,"Candidate 3 is the most appropriate professional-level (Class P) role that deals with contractual negotiations and documentation, whereas other options are either domain-specific or related to technical drawing.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 3, ""confidence"": ""medium"", ""rationale"": ""Candidate 3 is the most appropriate professional-level (Class P) role that deals with contractual negotiations and documentation, whereas other options are either domain-specific or related to technical drawing.""}"
