"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence"
"Legal & Regulatory Affairs Manager","የሕግ እና የቁጥጥር ጉዳዮች ሥራ አስኪያጅ","P","Service","Consulting service around social science","minilm","5","0.9551","exact","regulatory affairs manager","http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f","0.9551","exact","legal service manager","http://data.europa.eu/esco/occupation/d2ff134e-b41a-4fa3-aceb-1b9f5f5cf015","0.8782","high_confidence","legal policy officer","http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c","0.8782","high_confidence","licensing manager","http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8","0.8291","low_similarity","legal consultant","http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb","0.8269","low_similarity"
"Legal Advisor for Food Policy","የምግብ ፖሊሲ ​​የህግ አማካሪ","P","Service","Consulting service around social science","minilm","5","0.9077","high_confidence","food regulatory advisor","http://data.europa.eu/esco/occupation/c872187a-079b-413b-8503-7b5dd92abb88","0.9077","high_confidence","food safety specialist","http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd","0.8263","low_similarity","agricultural policy officer","http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044","0.8096","low_similarity","food safety inspector","http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd","0.8018","low_similarity","consumer rights advisor","http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d","0.8011","low_similarity"
"Legal Director and Corporate Communications","የህግ ዳይሬክተር እና የኮርፖሬት ኮሙኒኬሽን","P","Service","Consulting service around social science","minilm","5","0.8525","high_confidence","corporate lawyer","http://data.europa.eu/esco/occupation/fdfce14e-992d-4ff4-9f9d-7a353c75654e","0.8525","high_confidence","legal consultant","http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb","0.8201","low_similarity","commercial director","http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1","0.8004","low_similarity","technical director","http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34","0.7977","low_similarity","legal service manager","http://data.europa.eu/esco/occupation/d2ff134e-b41a-4fa3-aceb-1b9f5f5cf015","0.7946","low_similarity"
"Letter Header Design","የደብዳቤ ራስጌ ንድፍ","P","Manufacturing","Manufacture of paper and paper products","minilm","5","0.6752","low_similarity","sign maker","http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf","0.6752","low_similarity","mail clerk","http://data.europa.eu/esco/occupation/511f366c-ba41-4826-9622-8cda6d6e3b91","0.6719","low_similarity","envelope maker","http://data.europa.eu/esco/occupation/65b88636-2ebb-4049-b509-2f6da5d6ea1c","0.6637","low_similarity","printed circuit board designer","http://data.europa.eu/esco/occupation/91e35fd9-ac59-48ef-8416-c06a201b2da8","0.6585","low_similarity","foreign language correspondence clerk","http://data.europa.eu/esco/occupation/c8505fa5-0a33-4143-bd87-f24f569e8813","0.6509","low_similarity"
"Letter of Credit Specialist","የብድር ባለሙያ ደብዳቤ","P","Service","Finance and Administration Services","minilm","5","0.8493","low_similarity","credit adviser","http://data.europa.eu/esco/occupation/1a87e487-6761-4374-b6db-100ac5a9ad5a","0.8493","low_similarity","credit manager","http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae","0.8281","low_similarity","credit analyst","http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7","0.8114","low_similarity","credit risk analyst","http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc","0.7863","low_similarity","credit union manager","http://data.europa.eu/esco/occupation/45a28fe1-30a4-4175-af19-e451ada60858","0.7747","low_similarity"
"Licensed Transitor","ፈቃድ ያለው ትራንዚተር","P","Service","Other services","minilm","5","0.8060","low_similarity","licensing officer","http://data.europa.eu/esco/occupation/39c89133-bd2a-45db-b3eb-529b94daeeaf","0.8060","low_similarity","licensing manager","http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8","0.7749","low_similarity","vehicle rental agent","http://data.europa.eu/esco/occupation/3cc87d40-f402-4f57-9353-4b36a031cfc5","0.7397","low_similarity","freight transport dispatcher","http://data.europa.eu/esco/occupation/49e28648-4fa8-4b36-ac4d-781c108547bf","0.7389","low_similarity","rental service representative in water transport equipment","http://data.europa.eu/esco/occupation/4e7a3641-7bd3-4290-9f0c-0e7ca776fb0e","0.7378","low_similarity"
"Life Assurance Officer III","የሕይወት ዋስትና መኮንን III","P","Service","Other services","minilm","5","0.8225","low_similarity","health and safety officer","http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439","0.8225","low_similarity","life guard","http://data.europa.eu/esco/occupation/3025dea4-1752-40a9-9431-fd874420386f","0.8203","low_similarity","policy officer","http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8","0.8122","low_similarity","aviation safety officer","http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705","0.7983","low_similarity","legal policy officer","http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c","0.7960","low_similarity"
"Life coach/ manager","የሕይወት አሰልጣኝ / ሥራ አስኪያጅ","U","Service","Other services","minilm","5","0.9541","exact","life coach","http://data.europa.eu/esco/occupation/fc85156e-4f0b-46c4-ba66-a3b17318d932","0.9541","exact","business coach","http://data.europa.eu/esco/occupation/d9612966-e295-4d81-ba2b-9f36bad0b392","0.8396","low_similarity","sports coach","http://data.europa.eu/esco/occupation/3e9c1262-4fe2-4eb1-bf94-4fe64498393a","0.8288","low_similarity","youth centre manager","http://data.europa.eu/esco/occupation/f5576c5b-8d03-4a3d-9cb7-b8c4ac07a7ef","0.7962","low_similarity","football coach","http://data.europa.eu/esco/occupation/3b43dafb-8c6b-4906-9fe5-bc218aacad55","0.7949","low_similarity"
"Lifeguard","የነፍስ አድን","P","Service","Sports Services","minilm","5","0.9376","high_confidence","life guard","http://data.europa.eu/esco/occupation/3025dea4-1752-40a9-9431-fd874420386f","0.9376","high_confidence","lifeguard instructor","http://data.europa.eu/esco/occupation/5a80044b-9b2f-40eb-a210-0c1c3c958e0e","0.9141","high_confidence","coastguard watch officer","http://data.europa.eu/esco/occupation/bd1cd902-1fb1-40b1-abce-bb9ef60805b4","0.8218","low_similarity","security guard","http://data.europa.eu/esco/occupation/31808988-fc0a-4bc3-9e47-27216d6759f5","0.8061","low_similarity","life coach","http://data.europa.eu/esco/occupation/fc85156e-4f0b-46c4-ba66-a3b17318d932","0.7842","low_similarity"
"Lift attendant","የሊፍት ሰራተኛ","P","Service","Other services","minilm","5","0.8716","high_confidence","flight attendant","http://data.europa.eu/esco/occupation/f20d3ae6-baeb-482c-b68d-c2fb115e5dde","0.8716","high_confidence","lift technician","http://data.europa.eu/esco/occupation/f8d1bcf9-9ca1-408f-a713-7bdf28c400fd","0.8614","high_confidence","train attendant","http://data.europa.eu/esco/occupation/fa1aef45-49a4-4446-94b4-e2b563d9d025","0.8546","high_confidence","leisure attendant","http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec","0.8466","low_similarity","spa attendant","http://data.europa.eu/esco/occupation/2d5a50c6-0bf4-45c3-805c-44d1bf1e3d12","0.8384","low_similarity"
"Light and curtain sales","የብርሃን እና መጋረጃ ሽያጭ","I","Business","Home and Office Furniture Decorations & Utilities Retail","minilm","5","0.7520","low_similarity","wholesale merchant in furniture, carpets and lighting equipment","http://data.europa.eu/esco/occupation/6648103b-6984-4880-b8c3-eacb9b0d2bc9","0.7520","low_similarity","floor and wall coverings specialised seller","http://data.europa.eu/esco/occupation/d9fb82d0-9b07-4c38-b8e2-d146ff8850b9","0.7339","low_similarity","wholesale merchant in flowers and plants","http://data.europa.eu/esco/occupation/f3da16bd-157d-4a48-8a49-33809a8b5d96","0.7287","low_similarity","clothing specialised seller","http://data.europa.eu/esco/occupation/13da27aa-ca6a-476d-ab2c-efc9e5bd97b2","0.7278","low_similarity","delicatessen specialised seller","http://data.europa.eu/esco/occupation/e11e5be4-49e7-48ac-8e0d-6d3ffd3dbcd0","0.7234","low_similarity"
"Line leader","የመስመር መሪ","U","Manufacturing","Another unmentioned factory works","minilm","5","0.7792","low_similarity","power lines supervisor","http://data.europa.eu/esco/occupation/1e55f5e3-2f02-434b-997b-9a9f3eb745e8","0.7792","low_similarity","squadron leader","http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7","0.7737","low_similarity","activity leader","http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7","0.7731","low_similarity","overhead line worker","http://data.europa.eu/esco/occupation/7052fd94-f563-46a9-8e2d-cba6c20f3e71","0.7427","low_similarity","lieutenant","http://data.europa.eu/esco/occupation/b223f402-0318-4e27-8691-df6e7f7295d2","0.7311","low_similarity"
"Line Process Engineer","የመስመር ሂደት መሐንዲስ","P","Manufacturing","Another unmentioned factory works","minilm","5","0.8986","high_confidence","process engineer","http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2","0.8986","high_confidence","process engineering technician","http://data.europa.eu/esco/occupation/53be4843-8f31-4645-b25c-9a5bbb04f6b6","0.8462","low_similarity","overhead line worker","http://data.europa.eu/esco/occupation/7052fd94-f563-46a9-8e2d-cba6c20f3e71","0.8160","low_similarity","production engineer","http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536","0.8129","low_similarity","industrial tool design engineer","http://data.europa.eu/esco/occupation/8bc48c43-d976-458a-9e3c-ee784572351d","0.8095","low_similarity"
"Linear Algebra Tutor","የመስመር አልጀብራ አስጠኚ","I","Service","Other not-mentioned educational services (private tutoring, etc.)","minilm","5","0.7945","low_similarity","tutor","http://data.europa.eu/esco/occupation/59bce29f-5c8b-47cf-bfd4-6ec003f5323a","0.7945","low_similarity","mathematics lecturer","http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b","0.7388","low_similarity","learning mentor","http://data.europa.eu/esco/occupation/3d0f86c1-9bdd-4e84-bc62-93a716128c8d","0.7105","low_similarity","computer science lecturer","http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc","0.7039","low_similarity","physics lecturer","http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0","0.6968","low_similarity"
"Linen Room Attendant and Seamstress","የበፍታ ክፍል አስተናጋጅ እና የባህር ሴት","U","Service","Textile, Laundry clothes and laundry services","minilm","5","0.9312","high_confidence","linen room attendant","http://data.europa.eu/esco/occupation/15ab8475-549d-48a7-9d4a-5bb310015312","0.9312","high_confidence","room attendant","http://data.europa.eu/esco/occupation/731ecac4-06e8-4ec2-a559-101fecbd9183","0.8514","high_confidence","laundromat attendant","http://data.europa.eu/esco/occupation/e16e4cb0-6f7d-4bf9-8f90-d1d866ad229b","0.8457","low_similarity","cloak room attendant","http://data.europa.eu/esco/occupation/26087cc4-6226-41b0-9f97-9564ebe90dce","0.8167","low_similarity","dry house attendant","http://data.europa.eu/esco/occupation/1999bdfa-f9c4-4a0b-8565-0305108ca65e","0.8137","low_similarity"
"Lingerie designers or lingerie retailers (boutique)","የውስጥ ልብስ ዲዛይነሮች ወይም የውስጥ ሱሪዎች ቸርቻሪዎች (ቡቲክ)","U","Business","Textile Clothing Shoes & Leather Products Retail","minilm","5","0.8220","low_similarity","clothing fashion designer","http://data.europa.eu/esco/occupation/d1a554d0-7ad6-4d42-897e-ed31d022fb0b","0.8220","low_similarity","clothing specialised seller","http://data.europa.eu/esco/occupation/13da27aa-ca6a-476d-ab2c-efc9e5bd97b2","0.8133","low_similarity","fashion designer","http://data.europa.eu/esco/occupation/77bfd6e7-5598-4818-84cb-31e2651eb046","0.8066","low_similarity","clothing shop manager","http://data.europa.eu/esco/occupation/980c52f3-0054-45b1-a6f1-20ee8a1e8b9e","0.7977","low_similarity","cosmetics and perfume specialised seller","http://data.europa.eu/esco/occupation/773753ad-c4f7-4052-b3b4-440435199d6b","0.7884","low_similarity"
"Linguist","የቋንቋ ሊቅ","P","Service","Other services","minilm","5","1.0000","exact","linguist","http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5","1.0000","exact","lawyer linguist","http://data.europa.eu/esco/occupation/55d2eb3e-1e49-404a-b4bf-be4829694a59","0.8639","high_confidence","linguistics lecturer","http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39","0.8613","high_confidence","language engineer","http://data.europa.eu/esco/occupation/4874fa37-0cd1-4a68-aed8-a838851f242d","0.8573","high_confidence","language school teacher","http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e","0.8428","low_similarity"
"Linkage and Retention Assistant","ትስስር እና ማቆየት ረዳት","P","Service","Social work services","minilm","5","0.7456","low_similarity","promotion assistant","http://data.europa.eu/esco/occupation/21af40bb-2ae3-4fc7-9b28-d2cdd8308912","0.7456","low_similarity","human resources assistant","http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd","0.7178","low_similarity","library assistant","http://data.europa.eu/esco/occupation/37b15470-3b2d-4ae0-816c-c7c06ed15c99","0.7110","low_similarity","management assistant","http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f","0.7076","low_similarity","statistical assistant","http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825","0.7059","low_similarity"
"LinkedIn Account Manager and Storyteller","የLinkedIn መለያ አስተዳዳሪ እና ታሪክ ጸሐፊ","I","Service","Advertising","minilm","5","0.7080","low_similarity","ICT account manager","http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b","0.7080","low_similarity","bank account manager","http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6","0.7057","low_similarity","social services manager","http://data.europa.eu/esco/occupation/c18fddf5-cfc4-4f9c-94d6-86608faaa1dd","0.7031","low_similarity","membership manager","http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c","0.6994","low_similarity","sales account manager","http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d","0.6979","low_similarity"
"Lip reading transcription","የከንፈር ንባብ ግልባጭ","U","Service","Other services","minilm","5","0.7508","low_similarity","speechwriter","http://data.europa.eu/esco/occupation/5a91a8bc-eb18-4c7e-847d-96cbcce5a47a","0.7508","low_similarity","medical transcriptionist","http://data.europa.eu/esco/occupation/5d5fde2c-47ce-4dcd-99f0-ba651b7b908f","0.7445","low_similarity","audio describer","http://data.europa.eu/esco/occupation/0dce2f9b-eda5-4dc4-ba74-36eeed8c9a44","0.6791","low_similarity","audiologist","http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3","0.6706","low_similarity","speech and language therapist","http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7","0.6667","low_similarity"
